customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
PD55753,Oregon,M,High School or Below,8930,0,82,0,Personal Auto,Four-Door Car,554
KU56006,Arizona,F,College,5536,52220,70,1,Personal Auto,Four-Door Car,336
MJ69973,Arizona,M,High School or Below,2840,0,74,0,Personal Auto,Two-Door Car,402
TW43626,California,M,College,8082,53554,67,0,Personal Auto,Four-Door Car,327
XX84133,California,M,Bachelor,5254,34476,67,1,Corporate Auto,Four-Door Car,5
ZW84453,Arizona,F,Bachelor,5116,0,70,0,Personal Auto,Four-Door Car,131
HO29524,California,M,College,3034,68205,76,0,Personal Auto,Two-Door Car,99
VE89726,California,F,High School or Below,8024,0,119,1,Personal Auto,SUV,856
GE87503,California,M,High School or Below,18211,53690,154,0,Personal Auto,SUV,739
PX90263,Oregon,M,High School or Below,5121,0,72,0,Personal Auto,Four-Door Car,518
NI17718,California,F,High School or Below,2150,0,61,0,Personal Auto,Four-Door Car,292
FY32213,California,F,High School or Below,5595,74454,71,0,Personal Auto,Four-Door Car,340
RZ13254,Nevada,F,Bachelor,7562,0,73,0,Personal Auto,Four-Door Car,350
GN45013,Oregon,M,High School or Below,5385,29664,71,0,Personal Auto,Four-Door Car,340
NM39588,Washington,F,Doctor,2678,72450,66,0,Corporate Auto,Four-Door Car,84
KU84464,Nevada,F,Bachelor,9422,47272,79,3,Personal Auto,Four-Door Car,64
YH43527,Oregon,F,College,3605,21585,92,0,Corporate Auto,Four-Door Car,441
RO30676,California,F,College,7762,23827,106,2,Personal Auto,Four-Door Car,37
QL59704,Arizona,F,College,23444,69906,74,2,Corporate Auto,Four-Door Car,202
QH19450,California,F,High School or Below,2558,0,72,0,Corporate Auto,Four-Door Car,345
SA54664,Washington,M,Master,2654,73196,66,1,Personal Auto,Four-Door Car,85
CI38330,Washington,M,Bachelor,2549,72217,6464,0,Personal Auto,Four-Door Car,91
WB38524,California,M,High School or Below,2969,46131,74,0,Personal Auto,Two-Door Car,355
CE56187,Oregon,F,Master,4363,54514,109,3,Personal Auto,SUV,286
JL19416,California,F,High School or Below,5884,0,161,0,Personal Auto,SUV,1159
JZ61422,Nevada,F,College,5272,96668,66,0,Personal Auto,Four-Door Car,316
LA13377,California,M,Doctor,5509,78879,69,1,Personal Auto,Four-Door Car,466
NC99948,Nevada,M,College,16313,0,69,0,Personal Auto,Four-Door Car,331
QD34785,Arizona,F,Bachelor,5678,0,76,0,Personal Auto,Four-Door Car,364
RO26085,California,F,Bachelor,12101,0,112,0,Personal Auto,Luxury,1252
ES57969,Oregon,M,Bachelor,2453,29735,69,0,Personal Auto,Four-Door Car,331
JK55587,California,M,High School or Below,5075,23082,65,0,Special Auto,Four-Door Car,312
RN97635,Arizona,M,Bachelor,3214,53984,80,0,Corporate Auto,Four-Door Car,421
BI76326,California,F,College,12275,52135,156,0,Personal Auto,SUV,430
JA34909,California,F,College,2722,17576,71,0,Corporate Auto,Four-Door Car,398
OJ90342,Oregon,F,Bachelor,2457,29486,62,0,Personal Auto,Four-Door Car,7
CM88932,Oregon,F,Master,3554,58557,88,0,Corporate Auto,Four-Door Car,55
JJ97525,California,M,Bachelor,4929,25632,63,0,Personal Auto,Two-Door Car,351
XV21647,California,F,High School or Below,8036,0,112,0,Personal Auto,Luxury,806
MC83487,Arizona,M,Bachelor,4276,18768,68,3,Corporate Auto,Four-Door Car,647
BL90769,California,F,Bachelor,33473,33190,106,0,Personal Auto,SUV,508
CR57148,Oregon,F,Master,5960,47945,74,0,Personal Auto,Two-Door Car,128
CP85232,Arizona,M,College,44795,58778,126,0,Special Auto,SUV,302
YL74732,California,F,High School or Below,3832,15192,100,0,Personal Auto,SUV,480
FG16766,California,F,Bachelor,6837,51859,171,0,Personal Auto,SUV,1003
NV55438,Nevada,F,High School or Below,5285,23422,72,0,Personal Auto,Two-Door Car,518
RM10880,California,F,College,3096,21604,79,0,Corporate Auto,Four-Door Car,379
GL56175,Arizona,M,College,3589,79298,90,0,Personal Auto,Four-Door Car,244
UK52289,Arizona,F,Bachelor,2582,76731,64,0,Special Auto,Four-Door Car,201
OT85112,Washington,M,College,3403,38460,88,1,Personal Auto,Four-Door Car,91
BC62782,Arizona,F,College,13575,48534,115,1,Personal Auto,SUV,552
TI19722,Washington,M,Doctor,3436,30817,88,0,Corporate Auto,Four-Door Car,91
JP30654,Oregon,F,College,28685,48412,104,0,Personal Auto,SUV,707
UM45563,Washington,M,Bachelor,4502,68798,114,0,Personal Auto,SUV,92
EN60878,Oregon,M,Bachelor,6183,23712,85,0,Personal Auto,Four-Door Car,376
JF36291,California,M,College,3873,28142,105,0,Personal Auto,Luxury,701
BK59444,California,F,Master,18929,72196,68,0,Personal Auto,Four-Door Car,152
MK70700,California,M,Master,5553,68197,69,0,Personal Auto,Four-Door Car,176
IW71076,California,M,Bachelor,5011,75248,63,0,Corporate Auto,Four-Door Car,104
AP98768,California,F,College,10442,0,98,0,Personal Auto,Four-Door Car,941
OM24164,Nevada,M,Bachelor,2199,0,65,1,Personal Auto,Two-Door Car,468
HR85211,Washington,F,Master,5123,89879,63,0,Personal Auto,Two-Door Car,94
VC87846,Oregon,M,High School or Below,7484,46998,96,0,Corporate Auto,Four-Door Car,460
ZM92052,Oregon,M,Bachelor,2613,57099,67,0,Personal Auto,Two-Door Car,67
ON73702,Arizona,F,Bachelor,9080,33897,114,0,Corporate Auto,SUV,539
QQ90441,Nevada,F,High School or Below,13770,59207,116,0,Personal Auto,Four-Door Car,556
HU35721,Oregon,M,High School or Below,2876,40171,73,0,Personal Auto,Four-Door Car,350
YP47665,Washington,M,Doctor,5408,80192,67,0,Personal Auto,Four-Door Car,95
FU99476,Washington,M,High School or Below,6770,74422,85,1,Personal Auto,Four-Door Car,95
AG85615,Oregon,M,College,24143,0,87,0,Special Auto,Four-Door Car,626
OY74069,Arizona,F,College,3538,0,67,5,Personal Auto,Four-Door Car,321
DJ91267,Nevada,F,Bachelor,29091,34226,244,0,Personal Auto,Luxury,494
KB72438,California,F,High School or Below,19834,65989,123,1,Personal Auto,SUV,115
TR67616,Oregon,M,High School or Below,4731,30686,61,0,Corporate Auto,Four-Door Car,19
GF65731,California,F,Master,35537,0,113,0,Personal Auto,Luxury,799
HB67642,Arizona,F,High School or Below,34611,20090,109,0,Personal Auto,Luxury,523
DP84567,California,M,High School or Below,20216,0,183,0,Personal Auto,Luxury,878
VV77534,Oregon,M,College,13976,77094,176,0,Personal Auto,SUV,444
GL67540,California,F,College,5904,97413,73,0,Personal Auto,Four-Door Car,268
SV50502,Oregon,F,Master,5595,79189,69,0,Corporate Auto,Four-Door Car,331
UK59698,California,F,High School or Below,2294,0,62,0,Personal Auto,Two-Door Car,297
OA57352,Arizona,F,College,6273,18577,86,0,Personal Auto,Four-Door Car,412
ZF84449,Oregon,F,College,3726,0,112,1,Special Auto,Luxury,806
AX86150,Washington,M,High School or Below,2656,62777,67,0,Personal Auto,Two-Door Car,101
HG39060,Oregon,M,Bachelor,5110,0,74,0,Corporate Auto,Four-Door Car,532
EM29359,Nevada,M,College,7126,17483,183,0,Personal Auto,Luxury,1317
SF57173,Oregon,M,Master,4601,84394,114,0,Personal Auto,SUV,691
OT47603,Oregon,M,College,9155,0,127,0,Personal Auto,Luxury,804
SW31412,Oregon,F,College,14808,41440,62,1,Personal Auto,Four-Door Car,297
JS36322,Arizona,M,High School or Below,8901,0,136,1,Personal Auto,Luxury,1090
RE81445,Oregon,F,College,5734,98132,71,0,Personal Auto,Two-Door Car,50
RM24280,Oregon,F,High School or Below,4177,0,112,0,Personal Auto,Four-Door Car,537
LC25393,California,M,Bachelor,27776,88220,230,0,Personal Auto,Luxury,151
UX38930,Arizona,F,Master,10364,58327,129,0,Personal Auto,SUV,347
HD95496,Oregon,M,Master,7851,25950,66,0,Personal Auto,Two-Door Car,271
RX24650,Oregon,M,High School or Below,4772,20993,133,0,Corporate Auto,SUV,638
DW19309,Oregon,M,High School or Below,14226,65726,177,0,Corporate Auto,SUV,849
MT41386,Washington,M,Bachelor,2875,84768,72,0,Personal Auto,Two-Door Car,110
WZ40465,Washington,F,Bachelor,5041,36234,63,0,Personal Auto,Four-Door Car,113
DB42794,California,M,College,4362,58842,110,0,Personal Auto,Four-Door Car,528
JB50798,Oregon,F,Master,9624,25629,124,2,Corporate Auto,Luxury,595
IP69763,Washington,F,College,21914,77311,181,0,Personal Auto,SUV,113
TE35785,California,M,Doctor,6948,0,196,2,Personal Auto,Luxury,1337
HX74855,Washington,M,High School or Below,2471,95697,61,0,Personal Auto,Two-Door Car,114
QN65180,Oregon,F,Bachelor,21903,22254,79,0,Personal Auto,Four-Door Car,125
GE47180,Nevada,M,High School or Below,9028,65974,113,0,Personal Auto,Luxury,235
VQ38776,Oregon,F,College,5303,0,76,0,Personal Auto,Four-Door Car,395
BH86846,Washington,M,High School or Below,20708,92079,65,1,Corporate Auto,Four-Door Car,114
IN17648,Nevada,M,High School or Below,5123,0,74,0,Personal Auto,Two-Door Car,772
DF95759,Oregon,M,College,9492,0,132,0,Personal Auto,SUV,633
QG45324,Oregon,F,High School or Below,8204,0,73,0,Personal Auto,Four-Door Car,350
MN61620,Arizona,F,College,9877,67752,131,4,Personal Auto,Luxury,168
YH86390,California,F,Bachelor,4815,25398,64,0,Corporate Auto,Four-Door Car,307
FY13480,California,M,High School or Below,6277,0,88,0,Personal Auto,Four-Door Car,633
YH61661,California,M,High School or Below,8260,33321,105,0,Special Auto,SUV,504
NL93182,Nevada,M,Bachelor,2549,0,78,0,Corporate Auto,Four-Door Car,845
LN31673,Washington,F,College,11318,38923,99,2,Personal Auto,Four-Door Car,115
WE68644,Oregon,F,Bachelor,3803,20325,100,0,Personal Auto,Luxury,668
EZ30498,Oregon,M,Bachelor,8635,13129,117,0,Personal Auto,SUV,700
QY74517,Oregon,F,High School or Below,5510,0,73,0,Personal Auto,Four-Door Car,525
NM88660,Nevada,M,Master,3585,49080,91,0,Corporate Auto,Four-Door Car,25
MZ82036,Nevada,M,College,4889,42536,63,0,Personal Auto,Four-Door Car,375
ID20929,Oregon,M,Bachelor,2756,29926,74,0,Corporate Auto,Four-Door Car,418
EY50028,Nevada,M,Doctor,3289,0,86,0,Corporate Auto,Two-Door Car,398
TT82373,California,F,Bachelor,10937,21450,138,0,Personal Auto,Luxury,938
OH64088,California,M,High School or Below,7375,33345,65,0,Corporate Auto,Four-Door Car,338
SK97780,California,F,Bachelor,10110,15752,90,0,Corporate Auto,Two-Door Car,339
IO33050,Oregon,F,High School or Below,5119,40169,65,1,Personal Auto,Four-Door Car,302
XA55917,California,F,College,8533,26049,113,1,Personal Auto,SUV,619
JK32620,Nevada,M,College,2224,0,68,0,Personal Auto,Four-Door Car,326
RQ19236,Arizona,M,Doctor,8042,55411,100,0,Personal Auto,Luxury,259
QC47433,Oregon,M,College,2554,12459,70,0,Personal Auto,Four-Door Car,336
RA93608,Oregon,M,Bachelor,18073,64620,76,1,Personal Auto,Two-Door Car,364
XH97711,California,M,Bachelor,2430,83140,61,0,Corporate Auto,Four-Door Car,179
AU96286,Oregon,F,Bachelor,3167,0,92,0,Corporate Auto,Four-Door Car,662
KC17170,Arizona,F,Bachelor,5465,54422,68,0,Corporate Auto,Four-Door Car,75
ZN47335,California,M,College,10357,68309,131,0,Corporate Auto,SUV,306
EI46264,California,M,High School or Below,2537,56621,65,2,Personal Auto,Four-Door Car,84
EK87864,Arizona,F,College,2821,38977,70,0,Special Auto,Four-Door Car,139
GV45403,Arizona,M,Bachelor,7757,0,111,0,Corporate Auto,Two-Door Car,607
QK31192,Arizona,M,High School or Below,4079,0,114,0,Corporate Auto,Two-Door Car,631
LU89008,Arizona,F,College,5955,0,83,0,Personal Auto,Four-Door Car,628
NS10490,Oregon,F,Bachelor,14158,83235,70,0,Personal Auto,Two-Door Car,336
KL98495,Nevada,M,College,8487,0,74,0,Personal Auto,Two-Door Car,426
IU96845,Arizona,M,College,6285,32390,80,0,Personal Auto,Four-Door Car,91
QL93655,Oregon,F,High School or Below,11473,66538,95,0,Personal Auto,Two-Door Car,317
PF40592,Washington,F,College,4942,23285,65,0,Personal Auto,Two-Door Car,118
LZ34046,Oregon,M,Bachelor,23594,76358,66,0,Personal Auto,Four-Door Car,86
JC80093,Washington,M,Master,2572,21104,66,0,Personal Auto,Four-Door Car,118
YE88490,Arizona,F,College,5380,55350,67,0,Personal Auto,Four-Door Car,321
YC80498,California,F,College,4770,12964,65,0,Personal Auto,Two-Door Car,362
AI85843,Arizona,F,Master,6756,33288,86,2,Personal Auto,Four-Door Car,221
XD66024,Arizona,F,College,5936,0,84,0,Personal Auto,Four-Door Car,980
FY51713,Arizona,F,Bachelor,3570,56168,88,0,Personal Auto,Four-Door Car,614
PH26378,California,M,College,6019,0,92,0,Personal Auto,Four-Door Car,662
WQ18638,Oregon,M,High School or Below,5426,23105,69,0,Personal Auto,Two-Door Car,331
KY14688,Oregon,F,Master,2730,36218,68,0,Personal Auto,Four-Door Car,145
TC97762,California,F,High School or Below,4982,52275,62,0,Corporate Auto,Four-Door Car,374
QC87108,Oregon,F,College,8769,49665,74,0,Personal Auto,Four-Door Car,355
CX12134,Nevada,M,High School or Below,4220,32471,110,0,Personal Auto,Two-Door Car,528
SM73248,Arizona,M,High School or Below,11537,0,86,1,Corporate Auto,Two-Door Car,619
CK19789,California,F,Master,5887,62773,73,0,Personal Auto,Four-Door Car,80
UV12583,California,F,College,4700,76694,117,0,Personal Auto,SUV,561
JC11405,Oregon,M,High School or Below,10963,55687,276,0,Personal Auto,Luxury,1324
KA89683,Arizona,F,High School or Below,2523,0,70,0,Personal Auto,Four-Door Car,504
BG85305,Nevada,M,Doctor,3757,36633,96,1,Personal Auto,Four-Door Car,460
UQ87917,Oregon,M,High School or Below,12941,77060,106,0,Personal Auto,SUV,468
XN11823,Nevada,F,Bachelor,3764,92600,94,0,Corporate Auto,Two-Door Car,842
OS46571,California,M,High School or Below,6889,0,66,0,Personal Auto,Four-Door Car,475
PX17116,Nevada,M,College,3623,0,111,2,Corporate Auto,SUV,1171
RP19541,Arizona,M,College,7582,64801,64,0,Personal Auto,Four-Door Car,268
ZR25747,Oregon,F,College,8277,45257,103,0,Corporate Auto,Two-Door Car,494
NQ86532,California,M,High School or Below,2576,26854,66,0,Personal Auto,Four-Door Car,475
JY27336,Oregon,F,College,8205,85840,102,2,Corporate Auto,SUV,138
PB54378,Oregon,F,Doctor,19582,26463,72,0,Corporate Auto,Four-Door Car,345
SV38190,Nevada,F,Bachelor,6481,30689,81,0,Personal Auto,Four-Door Car,467
CV24005,Oregon,M,High School or Below,2599,29590,66,0,Corporate Auto,Two-Door Car,467
EX28656,Oregon,F,College,9830,25965,253,0,Personal Auto,Luxury,1214
CF57022,Oregon,M,Bachelor,10442,17269,139,0,Personal Auto,SUV,667
GM16780,Oregon,M,College,36057,90330,137,3,Corporate Auto,Luxury,192
BX94438,California,F,High School or Below,8470,0,113,0,Corporate Auto,SUV,619
RM41745,California,F,High School or Below,8278,0,110,0,Personal Auto,Four-Door Car,1002
XR70252,California,F,High School or Below,4788,0,67,1,Personal Auto,Two-Door Car,321
YH92099,Arizona,F,Bachelor,3087,18558,80,0,Special Auto,Four-Door Car,384
SG81493,Arizona,M,Bachelor,4443,46384,113,0,Corporate Auto,Four-Door Car,251
ZX23819,Oregon,F,High School or Below,7984,0,72,0,Personal Auto,Two-Door Car,866
FJ54907,Oregon,F,College,7180,42303,180,0,Personal Auto,Luxury,1210
CU26127,California,F,Bachelor,15656,71731,130,0,Corporate Auto,SUV,599
YH60476,Oregon,M,High School or Below,5780,51066,74,0,Corporate Auto,Four-Door Car,787
ZZ97035,California,M,College,20714,0,203,0,Corporate Auto,Luxury,2027
GE82737,Nevada,F,Bachelor,5337,0,86,3,Personal Auto,Four-Door Car,619
KY21873,Arizona,M,College,5050,0,69,0,Personal Auto,Two-Door Car,72
UA51318,Arizona,F,High School or Below,5116,26173,68,1,Corporate Auto,Four-Door Car,449
BV55014,Oregon,M,Bachelor,7268,24445,63,0,Personal Auto,Two-Door Car,302
HX21307,Oregon,M,College,2616,72302,66,0,Personal Auto,Two-Door Car,316
LQ68252,Oregon,M,High School or Below,3738,27208,102,0,Personal Auto,SUV,489
CR92802,California,F,Master,2725,36650,69,1,Special Auto,Four-Door Car,56
SL35268,Arizona,M,College,5453,30855,68,0,Corporate Auto,Four-Door Car,259
RD62882,Arizona,F,Bachelor,6846,0,95,0,Personal Auto,Two-Door Car,456
JS42382,Oregon,M,Master,6172,99960,76,0,Corporate Auto,Four-Door Car,364
BT30554,Arizona,F,Bachelor,10346,0,98,0,Personal Auto,Four-Door Car,470
VP57424,Nevada,F,Bachelor,6997,55873,88,0,Personal Auto,Four-Door Car,299
VU19243,Arizona,F,High School or Below,4196,18052,111,0,Personal Auto,Four-Door Car,699
TA82973,Oregon,F,High School or Below,7858,28937,104,2,Personal Auto,SUV,117
GK71720,Oregon,F,High School or Below,6064,0,86,0,Personal Auto,Four-Door Car,545
OQ61223,California,M,College,17497,0,73,0,Personal Auto,Two-Door Car,350
LL62746,Oregon,M,Doctor,8970,12829,118,0,Personal Auto,SUV,328
JQ56711,Oregon,F,Master,5923,92163,73,0,Personal Auto,Two-Door Car,66
AW77988,Oregon,M,High School or Below,35850,17588,192,0,Personal Auto,Luxury,1382
QP84605,Washington,F,Bachelor,8709,41546,111,0,Corporate Auto,Four-Door Car,121
MY97912,Arizona,M,College,13309,0,127,0,Personal Auto,SUV,609
IB87349,California,M,High School or Below,4528,70340,113,0,Special Auto,Four-Door Car,542
AW73065,Oregon,F,High School or Below,2791,0,74,0,Personal Auto,Four-Door Car,532
BW80872,Washington,M,High School or Below,4434,34549,111,0,Personal Auto,Four-Door Car,125
PX70175,Arizona,M,College,7996,93459,99,0,Personal Auto,Four-Door Car,655
KF75098,Arizona,M,Bachelor,5129,86148,65,2,Personal Auto,Four-Door Car,312
IS50283,California,F,Bachelor,5697,27048,72,0,Corporate Auto,Four-Door Car,345
MY64920,Oregon,F,College,9217,73259,115,0,Personal Auto,SUV,673
KN34250,Oregon,F,College,10208,35482,129,0,Corporate Auto,SUV,619
GN46207,Oregon,F,Master,4170,29462,107,1,Personal Auto,SUV,513
KL57176,Oregon,F,College,4505,67801,115,1,Personal Auto,SUV,23
MN94234,California,M,High School or Below,3107,0,94,4,Personal Auto,Two-Door Car,451
JY90595,Arizona,M,High School or Below,5528,16042,73,0,Personal Auto,Two-Door Car,350
HK26543,California,M,High School or Below,5045,28056,64,1,Personal Auto,Four-Door Car,307
PN86062,California,M,High School or Below,2962,16495,85,3,Corporate Auto,Four-Door Car,408
VW27730,California,F,Master,8665,41163,108,0,Corporate Auto,SUV,231
SH55671,Arizona,F,College,11413,0,161,1,Personal Auto,Luxury,772
MO56878,California,M,Bachelor,15488,33799,109,3,Corporate Auto,SUV,664
VO38365,Washington,F,College,8861,90125,110,0,Corporate Auto,SUV,128
SV35618,Oregon,F,Bachelor,5934,87747,147,1,Personal Auto,SUV,46
RX12347,Nevada,M,College,3543,35695,90,0,Personal Auto,Four-Door Car,432
FR55658,California,M,Master,3490,90985,87,0,Personal Auto,Four-Door Car,78
XS12556,California,F,College,3683,0,101,0,Corporate Auto,Luxury,564
ZU73588,California,M,College,5989,66839,154,0,Personal Auto,Luxury,739
WT43034,California,F,High School or Below,12500,0,165,0,Personal Auto,SUV,792
VM13430,Oregon,F,Bachelor,8609,79090,107,0,Corporate Auto,SUV,289
TC78849,Oregon,M,Bachelor,2497,24825,64,0,Personal Auto,Two-Door Car,155
VC34764,California,M,College,7019,26806,63,0,Personal Auto,Four-Door Car,302
WO90953,Oregon,F,College,5387,56835,67,0,Personal Auto,Two-Door Car,326
IU47468,Oregon,F,Bachelor,6165,0,88,0,Special Auto,Two-Door Car,653
KO46064,California,M,Bachelor,2730,46135,69,0,Personal Auto,Four-Door Car,103
RB34917,Arizona,F,Bachelor,5162,0,73,0,Personal Auto,Four-Door Car,809
BI38192,Oregon,F,High School or Below,7937,22862,67,0,Personal Auto,Two-Door Car,321
PU18983,Oregon,F,High School or Below,8608,21450,110,2,Personal Auto,Luxury,528
SW79912,Oregon,M,Bachelor,2632,95854,65,0,Personal Auto,Two-Door Car,312
ES39217,Oregon,F,Bachelor,7785,44897,99,1,Personal Auto,Four-Door Car,580
KP72427,Washington,M,High School or Below,21639,64455,108,0,Personal Auto,SUV,133
UA19178,Oregon,F,Master,4980,53265,62,0,Personal Auto,Four-Door Car,238
PR53785,Arizona,F,High School or Below,7457,0,198,1,Personal Auto,Luxury,1577
XF57481,Washington,M,Master,10640,50450,90,0,Personal Auto,Two-Door Car,135
CN90378,California,F,High School or Below,6862,54780,88,3,Personal Auto,Four-Door Car,135
KI56154,Nevada,M,High School or Below,9048,0,119,0,Personal Auto,Luxury,571
UI55951,California,M,Bachelor,5548,67798,69,0,Personal Auto,Four-Door Car,331
FF28650,Oregon,M,Bachelor,8312,21442,118,0,Personal Auto,SUV,566
FS55302,California,M,Bachelor,2389,27615,62,1,Personal Auto,Four-Door Car,297
TN79487,California,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312
HG32616,Nevada,M,High School or Below,5295,50200,135,0,Personal Auto,Luxury,637
UK41984,Arizona,F,Doctor,3839,0,112,2,Personal Auto,SUV,537
LZ52266,California,F,High School or Below,3731,0,96,0,Personal Auto,Four-Door Car,460
PM27367,California,F,Master,2778,73570,70,1,Special Auto,Two-Door Car,75
ZK21724,Oregon,F,High School or Below,4016,0,111,0,Personal Auto,SUV,799
BH35482,Washington,M,Doctor,4930,70412,61,0,Corporate Auto,Two-Door Car,136
QE22757,Nevada,M,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67
ON77649,Oregon,F,College,2908,35895,73,0,Personal Auto,Four-Door Car,312
RN82884,Arizona,F,College,4282,40864,109,1,Personal Auto,SUV,166
CQ75652,Oregon,M,College,8341,0,118,0,Personal Auto,Four-Door Car,566
FF58467,Arizona,F,Master,5090,93018,63,0,Personal Auto,Four-Door Car,135
BS83666,Oregon,M,Bachelor,7366,70014,62,0,Corporate Auto,Four-Door Car,17
WO29605,Oregon,F,College,2436,48875,61,0,Personal Auto,Two-Door Car,1
TL77607,California,M,Bachelor,8852,67969,74,0,Personal Auto,Four-Door Car,197
EZ50606,Oregon,F,High School or Below,23875,0,108,0,Corporate Auto,SUV,612
OS39723,Oregon,F,Doctor,5600,68665,69,0,Personal Auto,Two-Door Car,331
FN69743,California,M,College,4636,26802,66,1,Corporate Auto,Two-Door Car,316
XW96958,Nevada,M,High School or Below,7573,0,110,0,Corporate Auto,Four-Door Car,1193
TU92578,California,M,College,14696,45345,125,0,Personal Auto,SUV,600
TL43709,Washington,M,Bachelor,8972,89689,74,0,Personal Auto,Four-Door Car,136
YE68736,California,F,Bachelor,7724,32051,193,1,Personal Auto,SUV,926
OB96537,Oregon,M,Master,5946,81139,74,0,Special Auto,Four-Door Car,392
EU68825,Oregon,F,Master,8000,63834,100,1,Personal Auto,Luxury,215
CC31456,Arizona,M,Bachelor,6457,37548,81,0,Special Auto,Four-Door Car,160
DJ77787,Arizona,F,High School or Below,7281,0,69,3,Personal Auto,Four-Door Car,371
LN26837,California,M,High School or Below,2592,72421,65,0,Personal Auto,Four-Door Car,312
YI92916,Nevada,M,Master,4678,83102,116,0,Corporate Auto,Four-Door Car,443
NW54906,Oregon,M,College,13869,28432,118,0,Personal Auto,SUV,612
ME77513,Nevada,F,Master,8717,83707,108,0,Corporate Auto,Four-Door Car,290
UK76891,California,F,College,5233,63259,65,0,Corporate Auto,Four-Door Car,316
SI26888,Nevada,F,High School or Below,4764,0,67,0,Personal Auto,Four-Door Car,405
YD74948,Oregon,F,College,2472,63860,62,0,Personal Auto,Four-Door Car,208
HB64268,Washington,M,Bachelor,2813,43836,73,0,Personal Auto,Four-Door Car,138
BW52697,California,F,College,5505,86132,68,0,Personal Auto,Two-Door Car,301
NL41409,Oregon,F,Bachelor,2606,28519,66,0,Personal Auto,Two-Door Car,456
OD69005,Arizona,F,High School or Below,10481,39102,88,0,Personal Auto,Four-Door Car,152
ZZ91716,California,F,Bachelor,3256,0,89,0,Personal Auto,Four-Door Car,491
UK70255,California,F,College,30475,97298,128,0,Personal Auto,Luxury,48
QT25383,Nevada,M,High School or Below,6364,41986,84,2,Personal Auto,Two-Door Car,430
AW18068,Arizona,M,High School or Below,9468,0,88,0,Personal Auto,Two-Door Car,633
NS45347,Oregon,F,College,5631,17291,73,0,Personal Auto,Four-Door Car,350
FV19421,California,M,Bachelor,7780,0,74,0,Personal Auto,Four-Door Car,246
XW89091,California,M,College,9816,37256,62,0,Personal Auto,Four-Door Car,128
YC11951,Oregon,M,High School or Below,7519,96306,95,1,Corporate Auto,Four-Door Car,185
UY18770,California,F,Bachelor,10179,14290,271,0,Personal Auto,Luxury,1300
RA49085,California,F,College,2772,37038,71,1,Corporate Auto,Four-Door Car,9
BG84194,Oregon,M,College,4037,90760,103,2,Special Auto,SUV,133
PT64580,Washington,M,Master,4191,77048,103,0,Personal Auto,SUV,141
MR67738,Oregon,F,High School or Below,2676,54480,67,0,Personal Auto,Four-Door Car,321
DM95829,California,M,College,2523,16244,68,0,Personal Auto,Two-Door Car,623
DB75522,California,F,College,6988,22436,89,0,Special Auto,Four-Door Car,427
LM34525,Washington,F,College,8742,71592,72,0,Personal Auto,Four-Door Car,141
WW30771,Arizona,M,Master,2673,28728,67,0,Personal Auto,Four-Door Car,321
QP65569,Arizona,M,High School or Below,12157,57449,103,0,Personal Auto,Four-Door Car,494
TN50051,California,F,Doctor,2957,83318,73,0,Personal Auto,Two-Door Car,211
UO86707,Washington,M,Bachelor,7173,75217,61,1,Personal Auto,Four-Door Car,147
JA41698,Nevada,M,Bachelor,3099,0,102,5,Corporate Auto,SUV,862
NX18774,Oregon,M,Bachelor,8415,55308,107,0,Corporate Auto,SUV,513
DA69469,Oregon,F,College,26843,36068,97,0,Personal Auto,Two-Door Car,113
CN23147,Oregon,M,Bachelor,13057,48804,112,1,Corporate Auto,Four-Door Car,537
RA68844,Oregon,M,College,9599,0,131,0,Personal Auto,SUV,943
GH42026,Oregon,M,Bachelor,8535,55790,111,0,Personal Auto,SUV,117
BD16530,Arizona,F,Bachelor,8293,70258,69,0,Personal Auto,Four-Door Car,225
JH91579,Oregon,F,Bachelor,6846,0,95,0,Personal Auto,Two-Door Car,456
WK23685,Oregon,F,Bachelor,6636,47274,83,1,Corporate Auto,Four-Door Car,182
GR62267,Washington,F,College,5609,44705,71,0,Personal Auto,Two-Door Car,148
PI78084,Arizona,M,High School or Below,5077,0,73,0,Personal Auto,Two-Door Car,525
GF97874,Washington,F,Master,5275,70446,65,0,Personal Auto,Four-Door Car,155
ZH19885,Washington,F,High School or Below,2514,43860,65,0,Personal Auto,Four-Door Car,156
UK25655,Oregon,F,Bachelor,3435,64348,86,0,Personal Auto,Two-Door Car,212
QR45101,Oregon,M,Bachelor,6624,0,62,0,Corporate Auto,Two-Door Car,297
EL93539,California,M,Master,5757,88997,72,0,Special Auto,Four-Door Car,174
EE99484,Washington,F,High School or Below,2514,43860,65,0,Corporate Auto,Four-Door Car,156
DP46882,California,F,High School or Below,2886,10312,78,0,Corporate Auto,Four-Door Car,486
WP41146,California,F,High School or Below,5341,0,72,1,Personal Auto,Four-Door Car,345
TK60799,Arizona,F,High School or Below,4160,96263,103,0,Personal Auto,SUV,1
DN29808,California,F,College,2846,28919,72,0,Corporate Auto,Four-Door Car,518
SS59521,Oregon,F,College,4770,0,68,1,Personal Auto,Two-Door Car,326
NG66579,Oregon,M,Bachelor,5059,41869,64,0,Personal Auto,Two-Door Car,262
